id,rank,discipline,sex,salary
21025,Prof,B,Female,105450
21026,Prof,B,Male,145098
21027,AssocProf,B,Female,104542
21028,Prof,B,Male,151445
21029,Prof,B,Male,98053
21030,Prof,B,Male,145000
21031,Prof,B,Male,128464
21032,Prof,B,Male,137317
21033,Prof,B,Male,106231
21034,Prof,B,Female,124312
21035,Prof,B,Male,114596
21036,Prof,B,Male,162150
21037,Prof,B,Male,150376
21038,Prof,B,Male,107986
21039,Prof,B,Male,142023
21040,Prof,B,Male,128250
21041,AsstProf,B,Male,80139
21042,Prof,B,Male,144309
21043,Prof,B,Male,186960
21044,Prof,B,Male,93519
21045,Prof,B,Male,142500
21046,Prof,B,Male,138000
21047,AsstProf,B,Male,83600
21048,Prof,B,Male,145028
21049,Prof,A,Male,88709
21050,Prof,A,Male,107309
21051,Prof,A,Female,109954
21052,AsstProf,A,Male,78785
21053,Prof,A,Male,121946
21054,Prof,A,Female,109646
21055,Prof,A,Male,138771
21056,AssocProf,A,Male,81285
21057,Prof,A,Male,205500
21058,Prof,A,Male,101036
21059,Prof,A,Male,115435
21060,AssocProf,A,Male,108413
21061,Prof,A,Male,131950
21062,Prof,A,Male,134690
21063,AssocProf,A,Male,78182
21064,Prof,A,Male,110515
21065,Prof,A,Male,109707
21066,Prof,A,Male,136660
21067,Prof,A,Male,103275
21068,Prof,A,Male,103649
21069,AsstProf,A,Male,74856
21070,AsstProf,A,Male,77081
21071,Prof,A,Male,150680
21072,AssocProf,A,Male,104121
21073,AsstProf,A,Male,75996
21074,Prof,A,Male,172505
21075,AssocProf,A,Male,86895
21076,Prof,A,Male,105000
21077,Prof,A,Male,125192
21078,Prof,A,Male,114330
21079,Prof,A,Male,139219
21080,Prof,A,Male,109305
21081,Prof,A,Male,119450
21082,Prof,A,Male,186023
21083,Prof,A,Male,166605
21084,Prof,A,Male,151292
21085,Prof,A,Male,103106
21086,Prof,A,Male,150564
21087,Prof,A,Male,101738
21088,Prof,A,Male,95329
21089,AsstProf,A,Male,81035
21090,Prof,A,Male,102000
21091,Prof,A,Male,132000
21092,AsstProf,A,Female,77500
21093,Prof,A,Female,116450
21094,AssocProf,A,Male,83000
21095,Prof,A,Male,140300
21096,AssocProf,A,Male,74000
21097,AsstProf,A,Male,73800
21098,Prof,A,Male,92550
21099,AssocProf,A,Male,88600
21100,Prof,A,Male,107550
21101,Prof,A,Male,121200
21102,Prof,A,Male,126000
21103,Prof,A,Male,99000
21104,Prof,A,Male,134800
21105,Prof,A,Male,143940
21106,Prof,A,Male,104350
21107,Prof,A,Male,89650
21108,Prof,A,Male,103700
21109,Prof,A,Male,143250
21110,Prof,A,Male,194800
21111,AsstProf,A,Male,73000
21112,AsstProf,A,Male,74000
21113,AsstProf,A,Female,78500
21114,Prof,A,Male,93000
21115,Prof,A,Male,107200
21116,Prof,A,Male,163200
21117,Prof,A,Male,107100
21118,Prof,A,Male,100600
21119,Prof,A,Male,136500
21120,Prof,A,Male,103600
21121,Prof,A,Male,57800
21122,Prof,A,Male,155865
21123,AssocProf,A,Male,88650
21124,AssocProf,A,Male,81800
21125,Prof,A,Male,115800
21126,AsstProf,A,Male,85000
21127,Prof,A,Male,150500
21128,AsstProf,A,Male,74000
21129,Prof,A,Male,174500
21130,Prof,A,Male,168500
21131,Prof,A,Male,183800
21132,AssocProf,A,Male,104800
21133,Prof,A,Male,107300
21134,Prof,A,Male,97150
21135,Prof,A,Male,126300
21136,Prof,A,Male,148800
21137,Prof,A,Male,72300
21138,AssocProf,A,Male,70700
21139,Prof,A,Male,88600
21140,Prof,A,Male,127100
21141,Prof,A,Male,170500
21142,Prof,A,Male,105260
21143,Prof,A,Male,144050
21144,Prof,A,Male,111350
21145,AsstProf,A,Male,74500
21146,Prof,A,Male,122500
21147,AsstProf,A,Male,74000
21148,Prof,A,Male,166800
21149,Prof,A,Male,92050
21150,Prof,A,Male,108100
21151,Prof,A,Male,94350
21152,Prof,A,Male,100351
21153,Prof,A,Male,146800
21154,AsstProf,B,Male,84716
21155,AssocProf,B,Female,71065
21156,Prof,B,Male,67559
21157,Prof,B,Male,134550
21158,Prof,B,Male,135027
21159,Prof,B,Male,104428
21160,AssocProf,B,Male,95642
21161,AssocProf,B,Male,126431
21162,Prof,B,Female,161101
21163,Prof,B,Male,162221
21164,AsstProf,B,Male,84500
21165,Prof,B,Male,124714
21166,Prof,B,Male,151650
21167,AssocProf,B,Male,99247
21168,Prof,B,Male,134778
21169,Prof,B,Male,192253
21170,Prof,B,Male,116518
21171,Prof,B,Female,105450
21172,Prof,B,Male,145098
21173,AssocProf,B,Female,104542
21174,Prof,B,Male,151445
21175,Prof,B,Male,98053
21176,Prof,B,Male,145000
21177,Prof,B,Male,128464
21178,Prof,B,Male,137317
21179,Prof,B,Male,106231
21180,Prof,B,Female,124312
21181,Prof,B,Male,114596
21182,Prof,B,Male,162150
21183,Prof,B,Male,150376
21184,Prof,B,Male,107986
21185,Prof,B,Male,142023
21186,Prof,B,Male,128250
21187,AsstProf,B,Male,80139
21188,Prof,B,Male,144309
21189,Prof,B,Male,186960
21190,Prof,B,Male,93519
21191,Prof,B,Male,142500
21192,Prof,B,Male,138000
21193,AsstProf,B,Male,83600
21194,Prof,B,Male,145028
21195,Prof,A,Male,88709
21196,Prof,A,Male,107309
21197,Prof,A,Female,109954
21198,AsstProf,A,Male,78785
21199,Prof,A,Male,121946
21200,Prof,A,Female,109646
21201,Prof,A,Male,138771
21202,AssocProf,A,Male,81285
21203,Prof,A,Male,205500
21204,Prof,B,Male,128148
21205,AsstProf,B,Male,92000
21206,Prof,B,Male,111168
21207,AssocProf,B,Female,103994
21208,AsstProf,B,Male,92000
21209,Prof,B,Male,118971
21210,AssocProf,B,Male,113341
21211,AsstProf,B,Male,88000
21212,AssocProf,B,Male,95408
21213,Prof,B,Male,137167
21214,AsstProf,B,Male,89516
21215,Prof,B,Male,176500
21216,AssocProf,B,Male,98510
21217,AsstProf,B,Male,89942
21218,AsstProf,B,Male,88795
21219,Prof,B,Male,105890
21220,Prof,B,Male,167284
21221,Prof,B,Male,130664
21222,AssocProf,B,Male,101210
21223,Prof,B,Male,181257
21224,AsstProf,B,Male,91227
21225,Prof,B,Male,151575
21226,Prof,B,Male,93164
21227,Prof,B,Male,134185
21228,AssocProf,B,Male,105000
21229,Prof,B,Male,111751
21230,AssocProf,B,Male,95436
21231,AssocProf,B,Male,100944
21232,Prof,B,Male,147349
21233,AsstProf,B,Female,92000
21234,Prof,B,Male,142467
21235,Prof,B,Male,141136
21236,AssocProf,B,Male,100000
21237,Prof,B,Male,150000
21238,Prof,B,Male,101000
21239,Prof,B,Male,134000
21240,AssocProf,B,Female,103750
21241,Prof,B,Male,107500
21242,AssocProf,B,Male,106300
21243,Prof,B,Male,153750
21244,Prof,B,Male,180000
21245,Prof,B,Male,133700
21246,Prof,B,Male,122100
21247,AssocProf,B,Male,86250
21248,AssocProf,B,Male,90000
21249,AssocProf,B,Male,113600
21250,AsstProf,B,Male,92700
21251,AsstProf,B,Male,92000
21252,Prof,B,Male,189409
21253,Prof,B,Male,114500
21254,AsstProf,B,Male,92700
21255,Prof,B,Male,119700
21256,Prof,B,Male,160400
21257,Prof,B,Male,152500
21258,Prof,B,Male,165000
21259,Prof,B,Male,96545
21260,Prof,B,Male,162200
21261,Prof,B,Male,120000
21262,AsstProf,B,Male,91300
21263,Prof,B,Male,163200
21264,AsstProf,B,Male,91000
21265,Prof,B,Male,111350
21266,Prof,B,Male,128400
21267,Prof,B,Male,126200
21268,AssocProf,B,Male,118700
21269,Prof,B,Male,145350
21270,Prof,B,Male,146000
21271,AssocProf,B,Male,105350
21272,AssocProf,B,Female,109650
21273,Prof,B,Male,119500
21274,Prof,B,Male,170000
21275,Prof,B,Male,145200
21276,AssocProf,B,Male,107150
21277,Prof,B,Male,129600
21278,Prof,A,Male,87800
21279,Prof,A,Male,122400
21280,AsstProf,A,Male,63900
21281,AssocProf,A,Male,70000
21282,Prof,A,Male,88175
21283,Prof,A,Male,133900
21284,Prof,A,Female,91000
21285,AssocProf,A,Female,73300
21286,Prof,A,Male,148750
21287,Prof,A,Female,117555
21288,AsstProf,A,Male,69700
21289,Prof,A,Male,81700
21290,Prof,A,Male,114000
21291,AsstProf,A,Female,63100
21292,Prof,A,Male,77202
21293,Prof,A,Male,96200
21294,AsstProf,A,Male,69200
21295,Prof,A,Male,122875
21296,Prof,A,Male,102600
21297,Prof,A,Male,108200
21298,Prof,A,Male,84273
21299,Prof,A,Female,90450
21300,Prof,A,Male,91100
21301,Prof,A,Male,101100
21302,Prof,A,Male,128800
21303,Prof,A,Male,204000
21304,Prof,A,Male,109000
21305,Prof,A,Male,102000
21306,Prof,A,Male,132000
21307,AsstProf,A,Female,77500
21308,Prof,A,Female,116450
21309,AssocProf,A,Male,83000
21310,Prof,A,Male,140300
21311,AssocProf,A,Male,74000
21312,AsstProf,A,Male,73800
21313,Prof,A,Male,92550
21314,AssocProf,A,Male,88600
21315,Prof,A,Male,107550
21316,Prof,A,Male,121200
21317,Prof,A,Male,126000
21318,Prof,A,Male,99000
21319,Prof,A,Male,134800
21320,Prof,A,Male,143940
21321,Prof,A,Male,104350
21322,Prof,A,Male,89650
21323,Prof,A,Male,103700
21324,Prof,A,Male,143250
21325,Prof,A,Male,194800
21326,AsstProf,A,Male,73000
21327,AsstProf,A,Male,74000
21328,AsstProf,A,Female,78500
21329,Prof,A,Male,93000
21330,Prof,A,Male,107200
21331,Prof,A,Male,163200
21332,Prof,A,Male,107100
21333,Prof,A,Male,100600
21334,Prof,A,Male,136500
21335,Prof,A,Male,103600
21336,Prof,A,Male,57800
21337,Prof,A,Male,155865
21338,AssocProf,A,Male,88650
21339,AssocProf,A,Male,81800
21340,Prof,A,Male,115800
21341,AsstProf,A,Male,85000
21342,Prof,A,Male,150500
21343,AsstProf,A,Male,74000
21344,Prof,A,Male,174500
21345,Prof,A,Male,168500
21346,Prof,A,Male,183800
21347,AssocProf,A,Male,104800
21348,Prof,A,Male,107300
21349,Prof,A,Male,97150
21350,Prof,A,Male,126300
21351,Prof,A,Male,148800
21352,Prof,A,Male,72300
21353,AssocProf,A,Male,70700
21354,Prof,A,Male,88600
21355,Prof,A,Male,127100
21356,Prof,A,Male,170500
21357,Prof,A,Male,105260
21358,Prof,A,Male,144050
21359,Prof,A,Male,111350
21360,AsstProf,A,Male,74500
21361,Prof,A,Male,122500
21362,AsstProf,A,Male,74000
21363,Prof,A,Male,166800
21364,Prof,A,Male,92050
21365,Prof,A,Male,108100
21366,Prof,A,Male,94350
21367,Prof,A,Male,100351
21368,Prof,A,Male,146800
21369,AsstProf,B,Male,84716
21370,AssocProf,B,Female,71065
21371,Prof,B,Male,67559
21372,Prof,B,Male,134550
21373,Prof,B,Male,135027
21374,Prof,B,Male,104428
21375,AssocProf,B,Male,95642
21376,AssocProf,B,Male,126431
21377,Prof,B,Female,161101
21378,Prof,B,Male,162221
21379,AsstProf,B,Male,84500
21380,Prof,B,Male,124714
21381,Prof,B,Male,151650
21382,AssocProf,B,Male,99247
21383,Prof,B,Male,134778
21384,Prof,B,Male,192253
21385,Prof,B,Male,116518
21386,Prof,B,Female,105450
21387,Prof,B,Male,145098
21388,AssocProf,B,Female,104542
21389,Prof,B,Male,151445
21390,Prof,B,Male,98053
21391,Prof,B,Male,145000
21392,Prof,B,Male,128464
21393,Prof,B,Male,137317
21394,Prof,B,Male,106231
21395,Prof,B,Female,124312
21396,Prof,B,Male,114596
21397,Prof,B,Male,162150
21398,Prof,B,Male,150376
21399,Prof,B,Male,107986
21400,Prof,B,Male,142023
21401,Prof,B,Male,128250
21402,AsstProf,B,Male,80139
21403,Prof,B,Male,144309
21404,Prof,B,Male,186960
21405,Prof,B,Male,93519
21406,Prof,B,Male,142500
21407,Prof,B,Male,138000
21408,AsstProf,B,Male,83600
21409,Prof,B,Male,145028
21410,Prof,A,Male,88709
21411,Prof,A,Male,107309
21412,Prof,A,Female,109954
21413,AsstProf,A,Male,78785
21414,Prof,A,Male,121946
21415,Prof,A,Female,109646
21416,Prof,A,Male,138771
21417,AssocProf,A,Male,81285
21418,Prof,A,Male,205500
21419,Prof,A,Male,101036
21420,Prof,A,Male,115435
21421,AssocProf,A,Male,108413
21422,Prof,A,Male,131950
21423,Prof,A,Male,134690
21424,AssocProf,A,Male,78182
21425,Prof,A,Male,110515
21426,Prof,A,Male,109707
21427,Prof,A,Male,136660
21428,Prof,A,Male,103275
21429,Prof,A,Male,103649
21430,AsstProf,A,Male,74856
21431,AsstProf,A,Male,77081
21432,Prof,A,Male,150680
21433,AssocProf,A,Male,104121
21434,AsstProf,A,Male,75996
21435,Prof,A,Male,172505
21436,AssocProf,A,Male,86895
21437,Prof,A,Male,105000
21438,Prof,A,Male,125192
21439,Prof,A,Male,114330
21440,Prof,A,Male,139219
21441,Prof,A,Male,109305
21442,Prof,A,Male,119450
21443,Prof,A,Male,186023
21444,Prof,A,Male,166605
21445,Prof,A,Male,151292
21446,Prof,A,Male,103106
21447,Prof,A,Male,150564
21448,Prof,A,Male,101738
21449,Prof,A,Male,95329
21450,AsstProf,A,Male,81035
21451,Prof,A,Male,102000
21452,Prof,A,Male,132000
21453,AsstProf,A,Female,77500
21454,Prof,A,Female,116450
21455,AssocProf,A,Male,83000
21456,Prof,A,Male,140300
21457,AssocProf,A,Male,74000
21458,AsstProf,A,Male,73800
21459,Prof,A,Male,92550
21460,AssocProf,A,Male,88600
21461,Prof,A,Male,107550
21462,Prof,A,Male,121200
21463,Prof,A,Male,126000
21464,Prof,A,Male,99000
21465,Prof,A,Male,134800
21466,Prof,A,Male,143940
21467,Prof,A,Male,104350
21468,Prof,A,Male,89650
21469,Prof,A,Male,103700
21470,Prof,A,Male,143250
21471,Prof,A,Male,194800
21472,AsstProf,A,Male,73000
21473,AsstProf,A,Male,74000
21474,AsstProf,A,Female,78500
21475,Prof,A,Male,93000
21476,Prof,A,Male,107200
21477,Prof,A,Male,163200
21478,Prof,A,Male,107100
21479,Prof,A,Male,100600
21480,Prof,A,Male,136500
21481,Prof,A,Male,103600
21482,Prof,A,Male,57800
21483,Prof,A,Male,155865
21484,AssocProf,A,Male,88650
21485,AssocProf,A,Male,81800
21486,Prof,A,Male,115800
21487,AsstProf,A,Male,85000
21488,Prof,A,Male,150500
21489,AsstProf,A,Male,74000
21490,Prof,A,Male,174500
21491,Prof,A,Male,168500
21492,Prof,A,Male,183800
21493,AssocProf,A,Male,104800
21494,Prof,A,Male,107300
21495,Prof,A,Male,97150
21496,Prof,A,Male,126300
21497,Prof,A,Male,148800
21498,Prof,A,Male,72300
21499,AssocProf,A,Male,70700
21500,Prof,A,Male,88600
21501,Prof,A,Male,127100
21502,Prof,A,Male,170500
21503,Prof,A,Male,105260
21504,Prof,A,Male,144050
21505,Prof,A,Male,111350
21506,AsstProf,A,Male,74500
21507,Prof,A,Male,122500
21508,AsstProf,A,Male,74000
21509,Prof,A,Male,166800
21510,Prof,A,Male,92050
21511,Prof,A,Male,108100
21512,Prof,A,Male,94350
21513,Prof,A,Male,100351
21514,Prof,A,Male,146800
21515,AsstProf,B,Male,84716
21516,AssocProf,B,Female,71065
21517,Prof,B,Male,67559
21518,Prof,B,Male,134550
21519,Prof,B,Male,135027
21520,Prof,B,Male,104428
21521,AssocProf,B,Male,95642
21522,AssocProf,B,Male,126431
21523,Prof,B,Female,161101
21524,Prof,B,Male,162221
21525,AsstProf,B,Male,84500
21526,Prof,B,Male,124714
21527,Prof,B,Male,151650
21528,AssocProf,B,Male,99247
21529,Prof,B,Male,134778
21530,Prof,B,Male,192253
21531,Prof,B,Male,116518
21532,Prof,B,Female,105450
21533,Prof,B,Male,145098
21534,AssocProf,B,Female,104542
21535,Prof,B,Male,151445
21536,Prof,B,Male,98053
21537,Prof,B,Male,145000
21538,Prof,B,Male,128464
21539,Prof,B,Male,137317
21540,Prof,B,Male,106231
21541,Prof,B,Female,124312
21542,Prof,B,Male,114596
21543,Prof,B,Male,162150
21544,Prof,B,Male,150376
21545,Prof,B,Male,107986
21546,Prof,B,Male,142023
21547,Prof,B,Male,128250
21548,AsstProf,B,Male,80139
21549,Prof,B,Male,144309
21550,Prof,B,Male,186960
21551,Prof,B,Male,93519
21552,Prof,B,Male,142500
21553,Prof,B,Male,138000
21554,AsstProf,B,Male,83600
21555,Prof,B,Male,145028
21556,Prof,A,Male,88709
21557,Prof,A,Male,107309
21558,Prof,A,Female,109954
21559,AsstProf,A,Male,78785
21560,Prof,A,Male,121946
21561,Prof,A,Female,109646
21562,Prof,A,Male,138771
21563,AssocProf,A,Male,81285
21564,Prof,A,Male,205500
21565,Prof,B,Male,107986
21566,Prof,B,Male,142023
21567,Prof,B,Male,128250
21568,AsstProf,B,Male,80139
21569,Prof,B,Male,144309
21570,Prof,B,Male,186960
21571,Prof,B,Male,93519
21572,Prof,B,Male,142500
21573,Prof,B,Male,138000
21574,AsstProf,B,Male,83600
21575,Prof,B,Male,145028
21576,Prof,A,Male,88709
21577,Prof,A,Male,107309
21578,Prof,A,Female,109954
21579,AsstProf,A,Male,78785
21580,Prof,A,Male,121946
21581,Prof,A,Female,109646
21582,Prof,A,Male,138771
21583,AssocProf,A,Male,81285
21584,Prof,A,Female,109954
21585,AsstProf,A,Male,78785
21586,Prof,A,Male,121946
21587,Prof,A,Female,109646
21588,Prof,A,Male,138771
21589,AssocProf,A,Male,81285
21590,Prof,A,Male,205500
21591,Prof,B,Male,107986
21592,Prof,B,Male,142023
21593,Prof,B,Male,128250
21594,AsstProf,B,Male,80139
21595,Prof,B,Male,144309
21596,Prof,B,Male,186960
21597,Prof,B,Male,93519
21598,Prof,B,Male,142500
21599,Prof,B,Male,138000
21600,AsstProf,B,Male,83600
21601,Prof,B,Male,145028
21602,Prof,A,Male,88709
21603,Prof,A,Male,107309
21604,Prof,A,Female,109954
21605,AsstProf,A,Male,78785
21606,Prof,A,Male,121946
21607,Prof,A,Female,109646
21608,Prof,A,Male,138771
21609,AssocProf,A,Male,81285
21610,Prof,A,Female,109954
21611,AsstProf,A,Male,78785
21612,Prof,A,Male,121946
21613,Prof,A,Female,109646
21614,Prof,A,Male,138771
21615,AssocProf,A,Male,81285
21616,Prof,A,Male,205500
21617,Prof,B,Male,107986
21618,Prof,B,Male,142023
21619,Prof,B,Male,128250
21620,AsstProf,B,Male,80139
21621,Prof,B,Male,144309
21622,Prof,B,Male,186960
21623,Prof,B,Male,93519
21624,Prof,B,Male,142500
21625,Prof,A,Male,115313
21626,Prof,A,Male,124309
21627,Prof,A,Male,97262
21628,AssocProf,A,Female,62884
21629,Prof,A,Male,96614
21630,Prof,A,Male,78162
21631,Prof,A,Male,155500
21632,AsstProf,A,Female,72500
21633,Prof,A,Male,113278
21634,AsstProf,A,Male,73000
21635,AssocProf,A,Male,83001
21636,Prof,A,Male,76840
21637,AssocProf,A,Female,77500
21638,AsstProf,A,Female,72500
21639,Prof,A,Male,168635
21640,Prof,A,Male,136000
21641,Prof,A,Male,108262
21642,Prof,A,Male,105668
21643,AssocProf,A,Male,73877
21644,Prof,A,Male,152664
21645,AssocProf,A,Male,100102
21646,AssocProf,A,Male,81500
21647,Prof,A,Male,106608
21648,AsstProf,B,Male,89942
21649,Prof,B,Male,112696
21650,Prof,B,Male,119015
21651,AsstProf,B,Male,92000
21652,Prof,B,Male,156938
21653,Prof,B,Female,144651
21654,AsstProf,B,Male,95079
21655,Prof,B,Male,128148
21656,AsstProf,B,Male,92000
21657,Prof,B,Male,111168
21658,AssocProf,B,Female,103994
21659,AsstProf,B,Male,92000
21660,Prof,B,Male,118971
21661,AssocProf,B,Male,113341
21662,AsstProf,B,Male,88000
21663,AssocProf,B,Male,95408
21664,Prof,B,Male,137167
21665,AsstProf,B,Male,89516
21666,Prof,B,Male,176500
21667,AssocProf,B,Male,98510
21668,AsstProf,B,Male,89942
21669,AsstProf,B,Male,88795
21670,Prof,B,Male,105890
21671,Prof,B,Male,167284
21672,Prof,B,Male,130664
21673,AssocProf,B,Male,101210
21674,Prof,B,Male,181257
21675,AsstProf,B,Male,91227
21676,Prof,B,Male,151575
21677,Prof,B,Male,93164
21678,Prof,B,Male,134185
21679,AssocProf,B,Male,105000
21680,Prof,B,Male,111751
21681,AssocProf,B,Male,95436
21682,AssocProf,B,Male,100944
21683,Prof,B,Male,147349
21684,AsstProf,B,Female,92000
21685,Prof,B,Male,142467
21686,Prof,B,Male,141136
21687,AssocProf,B,Male,100000
21688,Prof,B,Male,150000
21689,Prof,B,Male,101000
21690,Prof,B,Male,134000
21691,AssocProf,B,Female,103750
21692,Prof,B,Male,107500
21693,AssocProf,B,Male,106300
21694,Prof,B,Male,153750
21695,Prof,B,Male,180000
21696,Prof,B,Male,133700
21697,Prof,B,Male,122100
21698,AssocProf,B,Male,86250
21699,AssocProf,B,Male,90000
21700,AssocProf,B,Male,113600
21701,AsstProf,B,Male,92700
21702,AsstProf,B,Male,92000
21703,Prof,B,Male,189409
21704,Prof,B,Male,114500
21705,AsstProf,B,Male,92700
21706,Prof,B,Male,119700
21707,Prof,B,Male,160400
21708,Prof,B,Male,152500
21709,Prof,B,Male,165000
21710,Prof,B,Male,96545
21711,Prof,B,Male,162200
21712,Prof,B,Male,120000
21713,AsstProf,B,Male,91300
21714,Prof,B,Male,163200
21715,AsstProf,B,Male,91000
21716,Prof,B,Male,111350
21717,Prof,B,Male,128400
21718,Prof,B,Male,126200
21719,AssocProf,B,Male,118700
21720,Prof,B,Male,145350
21721,Prof,B,Male,146000
21722,AssocProf,B,Male,105350
21723,AssocProf,B,Female,109650
21724,Prof,B,Male,119500
21725,Prof,B,Male,170000
21726,Prof,B,Male,145200
21727,AssocProf,B,Male,107150
21728,Prof,B,Male,129600
21729,Prof,A,Male,87800
21730,Prof,A,Male,122400
21731,AsstProf,A,Male,63900
21732,AssocProf,A,Male,70000
21733,Prof,A,Male,88175
21734,Prof,A,Male,133900
21735,Prof,A,Female,91000
21736,AssocProf,A,Female,73300
21737,Prof,A,Male,148750
21738,Prof,A,Female,117555
21739,AsstProf,A,Male,69700
21740,Prof,A,Male,81700
21741,Prof,A,Male,114000
21742,AsstProf,A,Female,63100
21743,Prof,A,Male,77202
21744,Prof,A,Male,96200
21745,AsstProf,A,Male,69200
21746,Prof,A,Male,122875
21747,Prof,A,Male,102600
21748,Prof,A,Male,108200
21749,Prof,A,Male,84273
21750,Prof,A,Female,90450
21751,Prof,A,Male,91100
21752,Prof,A,Male,101100
21753,Prof,A,Male,128800
21754,Prof,A,Male,204000
21755,Prof,A,Male,109000
21756,Prof,A,Male,102000
21757,Prof,A,Male,132000
21758,AsstProf,A,Female,77500
21759,Prof,A,Female,116450
21760,AssocProf,A,Male,83000
21761,Prof,A,Male,140300
21762,AssocProf,A,Male,74000
21763,AsstProf,A,Male,73800
21764,Prof,A,Male,92550
21765,AssocProf,A,Male,88600
21766,Prof,A,Male,107550
21767,Prof,A,Male,121200
21768,Prof,A,Male,126000
21769,Prof,A,Male,99000
21770,Prof,A,Male,134800
21771,Prof,A,Male,143940
21772,Prof,A,Male,104350
21773,Prof,A,Male,89650
21774,Prof,A,Male,103700
21775,Prof,A,Male,143250
21776,Prof,A,Male,194800
21777,AsstProf,A,Male,73000
21778,AsstProf,A,Male,74000
21779,AsstProf,A,Female,78500
21780,Prof,A,Male,93000
21781,Prof,A,Male,107200
21782,Prof,A,Male,163200
21783,Prof,A,Male,107100
21784,Prof,A,Male,100600
21785,Prof,A,Male,136500
21786,Prof,A,Male,103600
21787,Prof,A,Male,57800
21788,Prof,A,Male,155865
21789,AssocProf,A,Male,88650
21790,AssocProf,A,Male,81800
21791,Prof,A,Male,115800
21792,AsstProf,A,Male,85000
21793,Prof,A,Male,150500
21794,AsstProf,A,Male,74000
21795,Prof,A,Male,174500
21796,Prof,A,Male,168500
21797,Prof,A,Male,183800
21798,AssocProf,A,Male,104800
21799,Prof,A,Male,107300
21800,Prof,A,Male,97150
21801,Prof,A,Male,126300
21802,Prof,A,Male,148800
21803,Prof,A,Male,72300
21804,AssocProf,A,Male,70700
21805,Prof,A,Male,88600
21806,Prof,A,Male,127100
21807,Prof,A,Male,170500
21808,Prof,A,Male,105260
21809,Prof,A,Male,144050
21810,Prof,A,Male,111350
21811,AsstProf,A,Male,74500
21812,Prof,A,Male,122500
21813,AsstProf,A,Male,74000
21814,Prof,A,Male,166800
21815,Prof,A,Male,92050
21816,Prof,A,Male,108100
21817,Prof,A,Male,94350
21818,Prof,A,Male,100351
21819,Prof,A,Male,146800
21820,AsstProf,B,Male,84716
21821,AssocProf,B,Female,71065
21822,Prof,B,Male,67559
21823,Prof,B,Male,134550
21824,Prof,B,Male,135027
21825,Prof,B,Male,104428
21826,AssocProf,B,Male,95642
21827,AssocProf,B,Male,126431
21828,Prof,B,Female,161101
21829,Prof,B,Male,162221
21830,AsstProf,B,Male,84500
21831,Prof,B,Male,124714
21832,Prof,B,Male,151650
21833,AssocProf,B,Male,99247
21834,Prof,B,Male,134778
21835,Prof,B,Male,192253
21836,Prof,B,Male,116518
21837,Prof,B,Female,105450
21838,Prof,B,Male,145098
21839,AssocProf,B,Female,104542
21840,Prof,B,Male,151445
21841,Prof,B,Male,98053
21842,Prof,B,Male,145000
21843,Prof,B,Male,128464
21844,Prof,B,Male,137317
21845,Prof,B,Male,106231
21846,Prof,B,Female,124312
21847,Prof,B,Male,114596
21848,Prof,B,Male,162150
21849,Prof,B,Male,150376
21850,Prof,B,Male,107986
21851,Prof,B,Male,142023
21852,Prof,B,Male,128250
21853,AsstProf,B,Male,80139
21854,Prof,B,Male,144309
21855,Prof,B,Male,186960
21856,Prof,B,Male,93519
21857,Prof,B,Male,142500
21858,Prof,B,Male,138000
21859,AsstProf,B,Male,83600
21860,Prof,B,Male,145028
21861,Prof,A,Male,88709
21862,Prof,A,Male,107309
21863,Prof,A,Female,109954
21864,AsstProf,A,Male,78785
21865,Prof,A,Male,121946
21866,Prof,A,Female,109646
21867,Prof,A,Male,138771
21868,AssocProf,A,Male,81285
21869,Prof,A,Male,205500
21870,Prof,A,Male,101036
21871,Prof,A,Male,115435
21872,AssocProf,A,Male,108413
21873,Prof,A,Male,131950
21874,Prof,A,Male,134690
21875,AssocProf,A,Male,78182
21876,Prof,A,Male,110515
21877,Prof,A,Male,109707
21878,Prof,A,Male,136660
21879,Prof,A,Male,103275
21880,Prof,A,Male,103649
21881,AsstProf,A,Male,74856
21882,AsstProf,A,Male,77081
21883,Prof,A,Male,150680
21884,AssocProf,A,Male,104121
21885,AsstProf,A,Male,75996
21886,Prof,A,Male,172505
21887,AssocProf,A,Male,86895
21888,Prof,A,Male,105000
21889,Prof,A,Male,125192
21890,Prof,A,Male,114330
21891,Prof,A,Male,139219
21892,Prof,A,Male,109305
21893,Prof,A,Male,119450
21894,Prof,A,Male,186023
21895,Prof,A,Male,166605
21896,Prof,A,Male,151292
21897,Prof,A,Male,103106
21898,Prof,A,Male,150564
21899,Prof,A,Male,101738
21900,Prof,A,Male,95329
21901,AsstProf,A,Male,81035
21902,Prof,A,Male,102000
21903,Prof,A,Male,132000
21904,AsstProf,A,Female,77500
21905,Prof,A,Female,116450
21906,AssocProf,A,Male,83000
21907,Prof,A,Male,140300
21908,AssocProf,A,Male,74000
21909,AsstProf,A,Male,73800
21910,Prof,A,Male,92550
21911,AssocProf,A,Male,88600
21912,Prof,A,Male,107550
21913,Prof,A,Male,121200
21914,Prof,A,Male,126000
21915,Prof,A,Male,99000
21916,Prof,A,Male,134800
21917,Prof,A,Male,143940
21918,Prof,A,Male,104350
21919,Prof,A,Male,89650
21920,Prof,A,Male,103700
21921,Prof,A,Male,143250
21922,Prof,A,Male,194800
21923,AsstProf,A,Male,73000
